maand	dag	jaar_vanaf	jaar_tot	code_bisdom	prioriteit	soort_feest	naam_lang	naam_kort	liturgische_tijd	liturgische_kleur	code_eigen	code_gem	code_dag	paginanummers
D	27				130		Zaterdag in de 4e week door het jaar		d	g			627	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""591""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	27				120		Maria op zaterdag	Maria op zaterdag		w	599			[]
D	28				60		5e zondag door het jaar		d	g			628	"{""va"":{""a"":""771-775"",""b"":{""hy"":""onbekend"",""ag"":""592-593""}},""ui"":{""an"":""775""},""lz"":{""ps"":""776-779"",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""592-593""},""mo"":{""a"":""779-784"",""ps"":""779-783"",""np"":""783-784"",""b"":{""ag"":""592-593""}},""mi"":{""a"":""784-787"",""ps"":""784-786"",""np"":""786-787"",""b"":{""ag"":""592-593""}},""av"":{""a"":""787-791"",""ps"":""787-790"",""np"":""791"",""b"":{""ag"":""592-593""}},""ds"":{""a"":""onbekend""}}"
D	29				130		Maandag in de 5e week door het jaar		d	g			629	"{""ui"":{""an"":""792""},""lz"":{""ps"":""792-794"",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""592-593""},""mo"":{""a"":""794-798"",""ps"":""795-797"",""np"":""797-798""},""mi"":{""a"":""798-802"",""ps"":""799-801"",""np"":""801-802""},""av"":{""a"":""802-806"",""ps"":""802-805"",""np"":""805-806""},""ds"":{""a"":""onbekend""}}"
D	30				130		Dinsdag in de 5e week door het jaar		d	g			630	"{""ui"":{""an"":""806""},""lz"":{""ps"":""806-809"",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""592-593""},""mo"":{""a"":""809-814"",""ps"":""809-813"",""np"":""813-814""},""mi"":{""a"":""814-817"",""ps"":""814-816"",""np"":""816-817""},""av"":{""a"":""817-821"",""ps"":""817-820"",""np"":""820-821""},""ds"":{""a"":""onbekend""}}"
D	31				130		Woensdag in de 5e week door het jaar		d	g			631	"{""ui"":{""an"":""821""},""lz"":{""ps"":""821-824"",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""592-593""},""mo"":{""a"":""824-828"",""ps"":""824-827"",""np"":""827-828""},""mi"":{""a"":""828-831"",""ps"":""828-830"",""np"":""830-831""},""av"":{""a"":""831-835"",""ps"":""831-834"",""np"":""834-835""},""ds"":{""a"":""onbekend""}}"
D	32				130		Donderdag in de 5e week door het jaar		d	g			632	"{""ui"":{""an"":""""},""lz"":{""ps"":"""",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""592-593""},""mo"":{""a"":"""",""ps"":"""",""np"":""""},""mi"":{""a"":"""",""ps"":"""",""np"":""""},""av"":{""a"":"""",""ps"":"""",""np"":""""},""ds"":{""a"":""onbekend""}}"
D	33				130		Vrijdag in de 5e week door het jaar		d	g			633	"{""ui"":{""an"":""""},""lz"":{""ps"":"""",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""592-593""},""mo"":{""a"":"""",""ps"":"""",""np"":""""},""mi"":{""a"":"""",""ps"":"""",""np"":""""},""av"":{""a"":"""",""ps"":"""",""np"":""""},""ds"":{""a"":""onbekend""}}"
D	34				130		Zaterdag in de 5e week door het jaar		d	g			634	"{""ui"":{""an"":""""},""lz"":{""ps"":"""",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""592-593""},""mo"":{""a"":"""",""ps"":"""",""np"":""""},""mi"":{""a"":"""",""ps"":"""",""np"":""""},""av"":{""a"":"""",""ps"":"""",""np"":""""},""ds"":{""a"":""onbekend""}}"
D	34				120		Maria op zaterdag	Maria op zaterdag		w	599			[]
D	35				60		6e zondag door het jaar		d	g			635	"{""va"":{""a"":null,""b"":{""hy"":""onbekend"",""ag"":""594""}},""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""594""},""mo"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""594""}},""mi"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""594""}},""av"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""594""}},""ds"":{""a"":""onbekend""}}"
D	36				130		Maandag in de 6e week door het jaar		d	g			636	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""594""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	37				130		Dinsdag in de 6e week door het jaar		d	g			637	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""594""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	38				130		Woensdag in de 6e week door het jaar		d	g			638	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""594""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	39				130		Donderdag in de 6e week door het jaar		d	g			639	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""594""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	40				130		Vrijdag in de 6e week door het jaar		d	g			640	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""594""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	41				130		Zaterdag in de 6e week door het jaar		d	g			641	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""594""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	41				120		Maria op zaterdag	Maria op zaterdag		w	599			[]
D	42				60		7e zondag door het jaar		d	g			642	"{""va"":{""a"":null,""b"":{""hy"":""onbekend"",""ag"":""596""}},""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""596""},""mo"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""596""}},""mi"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""596""}},""av"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""596""}},""ds"":{""a"":""onbekend""}}"
D	43				130		Maandag in de 7e week door het jaar		d	g			643	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""596""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	44				130		Dinsdag in de 7e week door het jaar		d	g			644	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""596""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	45				130		Woensdag in de 7e week door het jaar		d	g			645	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""596""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	46				130		Donderdag in de 7e week door het jaar		d	g			646	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""596""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	47				130		Vrijdag in de 7e week door het jaar		d	g			647	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""596""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	48				130		Zaterdag in de 7e week door het jaar		d	g			648	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""596""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	48				120		Maria op zaterdag	Maria op zaterdag		w	599			[]
D	49				60		8e zondag door het jaar		d	g			649	"{""va"":{""a"":null,""b"":{""hy"":""onbekend"",""ag"":""""}},""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""""}},""mi"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""""}},""av"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""""}},""ds"":{""a"":""onbekend""}}"
D	50				130		Maandag in de 8e week door het jaar		d	g			650	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	51				130		Dinsdag in de 8e week door het jaar		d	g			651	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	52				130		Woensdag in de 8e week door het jaar		d	g			652	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	53				130		Donderdag in de 8e week door het jaar		d	g			653	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	54				130		Vrijdag in de 8e week door het jaar		d	g			654	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	55				130		Zaterdag in de 8e week door het jaar		d	g			655	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	55				120		Maria op zaterdag	Maria op zaterdag		w	599			[]
D	56				60		9e zondag door het jaar		d	g			656	"{""va"":{""a"":""771-775"",""b"":{""hy"":""onbekend"",""ag"":""""}},""ui"":{""an"":""775""},""lz"":{""ps"":""776-779"",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":""779-784"",""ps"":""779-783"",""np"":""783-784"",""b"":{""ag"":""""}},""mi"":{""a"":""784-787"",""ps"":""784-786"",""np"":""786-787"",""b"":{""ag"":""""}},""av"":{""a"":""787-791"",""ps"":""787-790"",""np"":""791"",""b"":{""ag"":""""}},""ds"":{""a"":""onbekend""}}"
D	57				130		Maandag in de 9e week door het jaar		d	g			657	"{""ui"":{""an"":""792""},""lz"":{""ps"":""792-794"",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":""794-798"",""ps"":""795-797"",""np"":""797-798""},""mi"":{""a"":""798-802"",""ps"":""799-801"",""np"":""801-802""},""av"":{""a"":""802-806"",""ps"":""802-805"",""np"":""805-806""},""ds"":{""a"":""onbekend""}}"
D	58				130		Dinsdag in de 9e week door het jaar		d	g			658	"{""ui"":{""an"":""806""},""lz"":{""ps"":""806-809"",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":""809-814"",""ps"":""809-813"",""np"":""813-814""},""mi"":{""a"":""814-817"",""ps"":""814-816"",""np"":""816-817""},""av"":{""a"":""817-821"",""ps"":""817-820"",""np"":""820-821""},""ds"":{""a"":""onbekend""}}"
D	59				130		Woensdag in de 9e week door het jaar		d	g			659	"{""ui"":{""an"":""821""},""lz"":{""ps"":""821-824"",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":""824-828"",""ps"":""824-827"",""np"":""827-828""},""mi"":{""a"":""828-831"",""ps"":""828-830"",""np"":""830-831""},""av"":{""a"":""831-835"",""ps"":""831-834"",""np"":""834-835""},""ds"":{""a"":""onbekend""}}"
D	60				130		Donderdag in de 9e week door het jaar		d	g			660	"{""ui"":{""an"":""""},""lz"":{""ps"":"""",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":"""",""ps"":"""",""np"":""""},""mi"":{""a"":"""",""ps"":"""",""np"":""""},""av"":{""a"":"""",""ps"":"""",""np"":""""},""ds"":{""a"":""onbekend""}}"
D	61				130		Vrijdag in de 9e week door het jaar		d	g			661	"{""ui"":{""an"":""""},""lz"":{""ps"":"""",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":"""",""ps"":"""",""np"":""""},""mi"":{""a"":"""",""ps"":"""",""np"":""""},""av"":{""a"":"""",""ps"":"""",""np"":""""},""ds"":{""a"":""onbekend""}}"
D	62				130		Zaterdag in de 9e week door het jaar		d	g			662	"{""ui"":{""an"":""""},""lz"":{""ps"":"""",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":"""",""ps"":"""",""np"":""""},""mi"":{""a"":"""",""ps"":"""",""np"":""""},""av"":{""a"":"""",""ps"":"""",""np"":""""},""ds"":{""a"":""onbekend""}}"
D	62				120		Maria op zaterdag	Maria op zaterdag		w	599			[]
D	63				60		10e zondag door het jaar		d	g			663	"{""va"":{""a"":null,""b"":{""hy"":""onbekend"",""ag"":""""}},""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""""}},""mi"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""""}},""av"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""""}},""ds"":{""a"":""onbekend""}}"
D	64				130		Maandag in de 10e week door het jaar		d	g			664	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	65				130		Dinsdag in de 10e week door het jaar		d	g			665	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	66				130		Woensdag in de 10e week door het jaar		d	g			666	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	67				130		Donderdag in de 10e week door het jaar		d	g			667	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	68				130		Vrijdag in de 10e week door het jaar		d	g			668	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	69				130		Zaterdag in de 10e week door het jaar		d	g			669	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	69				120		Maria op zaterdag	Maria op zaterdag		w	599			[]
D	70				60		11e zondag door het jaar		d	g			670	"{""va"":{""a"":null,""b"":{""hy"":""onbekend"",""ag"":""""}},""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""""}},""mi"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""""}},""av"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""""}},""ds"":{""a"":""onbekend""}}"
D	71				130		Maandag in de 11e week door het jaar		d	g			671	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	72				130		Dinsdag in de 11e week door het jaar		d	g			672	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	73				130		Woensdag in de 11e week door het jaar		d	g			673	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	74				130		Donderdag in de 11e week door het jaar		d	g			674	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	75				130		Vrijdag in de 11e week door het jaar		d	g			675	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	76				130		Zaterdag in de 11e week door het jaar		d	g			676	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	76				120		Maria op zaterdag	Maria op zaterdag		w	599			[]
D	77				60		12e zondag door het jaar		d	g			677	"{""va"":{""a"":null,""b"":{""hy"":""onbekend"",""ag"":""""}},""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""""}},""mi"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""""}},""av"":{""a"":null,""ps"":null,""np"":null,""b"":{""ag"":""""}},""ds"":{""a"":""onbekend""}}"
D	78				130		Maandag in de 12e week door het jaar		d	g			678	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	79				130		Dinsdag in de 12e week door het jaar		d	g			679	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	80				130		Woensdag in de 12e week door het jaar		d	g			680	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	81				130		Donderdag in de 12e week door het jaar		d	g			681	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	82				130		Vrijdag in de 12e week door het jaar		d	g			682	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	83				130		Zaterdag in de 12e week door het jaar		d	g			683	"{""ui"":{""an"":null},""lz"":{""ps"":null,""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":null,""ps"":null,""np"":null},""mi"":{""a"":null,""ps"":null,""np"":null},""av"":{""a"":null,""ps"":null,""np"":null},""ds"":{""a"":""onbekend""}}"
D	83				120		Maria op zaterdag	Maria op zaterdag		w	599			[]
D	84				60		13e zondag door het jaar		d	g			684	"{""va"":{""a"":""771-775"",""b"":{""hy"":""onbekend"",""ag"":""""}},""ui"":{""an"":""775""},""lz"":{""ps"":""776-779"",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":""779-784"",""ps"":""779-783"",""np"":""783-784"",""b"":{""ag"":""""}},""mi"":{""a"":""784-787"",""ps"":""784-786"",""np"":""786-787"",""b"":{""ag"":""""}},""av"":{""a"":""787-791"",""ps"":""787-790"",""np"":""791"",""b"":{""ag"":""""}},""ds"":{""a"":""onbekend""}}"
D	85				130		Maandag in de 13e week door het jaar		d	g			685	"{""ui"":{""an"":""792""},""lz"":{""ps"":""792-794"",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":""794-798"",""ps"":""795-797"",""np"":""797-798""},""mi"":{""a"":""798-802"",""ps"":""799-801"",""np"":""801-802""},""av"":{""a"":""802-806"",""ps"":""802-805"",""np"":""805-806""},""ds"":{""a"":""onbekend""}}"
D	86				130		Dinsdag in de 13e week door het jaar		d	g			686	"{""ui"":{""an"":""806""},""lz"":{""ps"":""806-809"",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":""809-814"",""ps"":""809-813"",""np"":""813-814""},""mi"":{""a"":""814-817"",""ps"":""814-816"",""np"":""816-817""},""av"":{""a"":""817-821"",""ps"":""817-820"",""np"":""820-821""},""ds"":{""a"":""onbekend""}}"
D	87				130		Woensdag in de 13e week door het jaar		d	g			687	"{""ui"":{""an"":""821""},""lz"":{""ps"":""821-824"",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":""824-828"",""ps"":""824-827"",""np"":""827-828""},""mi"":{""a"":""828-831"",""ps"":""828-830"",""np"":""830-831""},""av"":{""a"":""831-835"",""ps"":""831-834"",""np"":""834-835""},""ds"":{""a"":""onbekend""}}"
D	88				130		Donderdag in de 13e week door het jaar		d	g			688	"{""ui"":{""an"":""""},""lz"":{""ps"":"""",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":"""",""ps"":"""",""np"":""""},""mi"":{""a"":"""",""ps"":"""",""np"":""""},""av"":{""a"":"""",""ps"":"""",""np"":""""},""ds"":{""a"":""onbekend""}}"
D	89				130		Vrijdag in de 13e week door het jaar		d	g			689	"{""ui"":{""an"":""""},""lz"":{""ps"":"""",""le"":""onbekend"",""l1"":""onbekend"",""l2"":""onbekend"",""ag"":""""},""mo"":{""a"":"""",""ps"":"""",""np"":""""},""mi"":{""a"":"""",""ps"":"""",""np"":""""},""av"":{""a"":"""",""ps"":"""",""np"":""""},""ds"":{""a"":""onbekend""}}"
